"","TCGA.3C.AALI","TCGA.3C.AALK","TCGA.A1.A0SM","TCGA.A1.A0SN","TCGA.A2.A04X","TCGA.A2.A0CX","TCGA.A2.A0EY","TCGA.A2.A0YG","TCGA.A7.A2KD","TCGA.A7.A4SF","TCGA.A8.A06R","TCGA.A8.A06T","TCGA.A8.A06U","TCGA.A8.A06X","TCGA.A8.A075","TCGA.A8.A076","TCGA.A8.A07B","TCGA.A8.A07I","TCGA.A8.A07P","TCGA.A8.A08B","TCGA.A8.A08C","TCGA.A8.A08G","TCGA.A8.A08H","TCGA.A8.A08P","TCGA.A8.A08S","TCGA.A8.A08T","TCGA.A8.A090","TCGA.A8.A097","TCGA.A8.A099","TCGA.A8.A09E","TCGA.A8.A09G","TCGA.A8.A09I","TCGA.A8.A09N","TCGA.A8.A0AB","TCGA.AC.A23C","TCGA.AC.A23G","TCGA.AC.A23H","TCGA.AC.A2FB","TCGA.AC.A3QQ","TCGA.AC.A3TN","TCGA.AC.A3YI","TCGA.AC.A4ZE","TCGA.AC.A8OS","TCGA.AN.A03X","TCGA.AN.A041","TCGA.AN.A0AJ","TCGA.AN.A0AK","TCGA.AN.A0FD","TCGA.AN.A0FJ","TCGA.AN.A0FK","TCGA.AN.A0FN","TCGA.AN.A0FS","TCGA.AN.A0FT","TCGA.AN.A0FZ","TCGA.AN.A0XP","TCGA.AN.A0XV","TCGA.AN.A0XW","TCGA.AO.A03L","TCGA.AO.A0JM","TCGA.AO.A12C","TCGA.AO.A12G","TCGA.AQ.A04L","TCGA.AQ.A0Y5","TCGA.AR.A0TX","TCGA.AR.A1AT","TCGA.AR.A1AX","TCGA.AR.A254","TCGA.AR.A255","TCGA.AR.A2LJ","TCGA.AR.A5QN","TCGA.BH.A0AU","TCGA.BH.A0AW","TCGA.BH.A0B6","TCGA.BH.A0B7","TCGA.BH.A0BQ","TCGA.BH.A0DD","TCGA.BH.A0DZ","TCGA.BH.A0HY","TCGA.BH.A18H","TCGA.BH.A18I","TCGA.BH.A18M","TCGA.BH.A18P","TCGA.BH.A18U","TCGA.BH.A1EV","TCGA.BH.A1EX","TCGA.BH.A1F2","TCGA.BH.A1F8","TCGA.BH.A202","TCGA.BH.A42T","TCGA.C8.A12T","TCGA.C8.A3M8","TCGA.D8.A140","TCGA.D8.A1J9","TCGA.D8.A1X5","TCGA.D8.A1XJ","TCGA.D8.A1XS","TCGA.D8.A1XY","TCGA.D8.A27N","TCGA.E2.A10A","TCGA.E2.A14V","TCGA.E2.A152","TCGA.E9.A1N4","TCGA.E9.A1N5","TCGA.E9.A1N6","TCGA.E9.A1NA","TCGA.E9.A22D","TCGA.E9.A22E","TCGA.E9.A22H","TCGA.E9.A295","TCGA.E9.A3X8","TCGA.EW.A1IW","TCGA.EW.A1J3","TCGA.EW.A424","TCGA.EW.A6S9","TCGA.JL.A3YW","TCGA.JL.A3YX","TCGA.LL.A5YL","TCGA.LL.A7T0","TCGA.LL.A9Q3","TCGA.PE.A5DC","TCGA.PE.A5DD","TCGA.S3.AA14","TCGA.UL.AAZ6"
"LSP1",0.164543557076308,1.04548209184206,0.284598625843458,0.802699207603163,0.578627928627997,0.188581876718685,-0.138857479729379,-2.06600200259287,0.326652779315824,-0.216067816964658,0.0221573583976432,-1.07558717930073,-1.08321666192566,-1.19164556655583,0.22400651175815,0.187875812202737,-0.52249778585214,0.148647677645437,-0.534224961330957,-1.28900447720126,-1.10453503450049,-0.283786932622543,3.13528072680775,0.146769617283252,-0.308805652945517,-0.573249247720686,0.393395296335288,0.806656627133131,-1.05928458545088,-1.2033532370713,-0.373517472922973,-0.319327282832799,-0.568721095835932,-0.92018659166959,-0.76193408777495,1.51854788792217,-1.60108224360542,0.958234101350167,-1.02100080198795,0.280349939916733,0.105108565661406,-0.366554259247953,0.847601939680654,1.08861475972623,-0.645773811202326,0.312155520433024,-0.565716053314982,0.26723110747299,0.620823176760903,-0.563431059133682,2.154720280661,1.06487726442874,0.701580837316686,-1.40574162707452,-1.89051828516054,-0.504412293751751,0.210787199523822,0.192617472116301,0.408600409313744,0.167412887004604,-0.208553513842733,-0.553397739152882,-0.44351090798919,0.943579704826936,0.239815324647834,0.955303137921977,-0.224774876222942,-0.367338118963127,3.14212135282232,-0.348537262530828,0.129489341351737,1.26928347894688,2.33170394421776,0.926909158337355,1.04180629094999,-1.40391354041901,0.674735992743929,-0.963425612149485,0.578665187319129,0.802248393572567,-0.18099137147563,-0.93414024168258,-0.662583884591162,-0.461506279436566,-0.548399395214642,-1.12363362241489,-2.93238646671895,-0.286817553888678,1.04899628384834,0.912714552141741,-0.199633299349424,-0.765565253316623,-0.514748806380882,0.348410110430257,-0.807890792147691,-0.616774063717958,0.183290446533375,0.948418292235322,-0.716750183459021,-0.965873742100466,0.102127115349404,-0.412957442944097,1.16904314637235,0.505152674776939,0.942893282832249,1.56106369720235,0.847090082586745,-1.80817222902923,0.0797061163060099,2.25460352647662,-0.486075917944931,-1.73301932772376,0.397435409929011,-0.0623882483459197,1.58361883258652,-0.878823724102152,0.78778431582944,0.210666928852609,0.895369889407992,-1.11647977852787,0.695375648399595,0.125072313968319,-1.10263423454013
"TOMM34",0.540800346713208,0.0801044475569688,-0.580223992427145,-0.920952365109693,-0.177215594519274,0.669365131997729,0.102191340618981,0.109754713895039,0.362740211661095,1.57825844689175,-0.737483062530645,-0.763822259331198,1.34847964989898,-1.17947734958904,0.656407597949157,1.01601198303294,-0.504747944490815,-0.237366581801556,-1.41938644574683,0.200685496329239,-1.22305684305565,1.26568400490415,0.206543232161153,0.742543612397493,0.203298907796432,-0.644014414860324,-1.47093387987474,-1.69468122261246,-0.58767105301709,1.59915707301671,-2.71990058841831,0.236207065419004,1.7474977333197,-1.06635089453214,-0.685111577020149,-0.174234322809123,1.12517935589712,-0.967381922634445,-3.35024227488282,0.0051925489203096,0.671494676681971,-0.914675632377255,-1.21877439289229,-0.388529137475088,-0.276106893775133,0.87176208173302,0.877686134388976,0.328849251421619,1.10081237832059,0.78920786520847,-1.14757086512573,-0.66459244373533,0.461849800103411,2.10005795584162,0.958906558810509,-0.539188329468005,-0.377462554787571,0.129553628498697,0.409117204028983,-1.14105008641263,0.346112264384211,0.970478738269926,4.33245578254834,0.571215417124499,-0.245404207999891,-0.825331547599831,-0.605416276245788,0.51430611250616,0.263191480945618,-0.559400410612185,0.574775826357096,-0.281208320731382,0.388806846638909,-0.629954788315586,-0.0943269433564483,-0.53199154048927,-0.774670495180894,0.267831260579683,0.0640436539637022,-0.519821446510611,-0.0503749164048386,-0.146340886468581,0.611568876691,-2.08635841141211,0.816229578521977,1.57792469857077,2.45380034101607,0.252252705879296,0.124247628940323,-0.851669116981969,0.159988168460099,-0.468207822909287,-0.720606537083019,0.331433490344117,1.24161290542983,0.344917373785038,-0.710035266146045,-1.24021820625956,-0.537936156764333,1.37457954726796,0.12707525274326,-0.626310519159615,-0.369160829686841,1.25427031122397,-1.08609041480312,-0.785896458896535,-0.398019764973349,-0.120776720198064,0.407436217622376,-0.269529834219023,-0.644666598411824,-0.217325871196972,1.05304563777474,0.0349466603170278,0.896637916561992,0.538277092164661,-0.206445631513172,0.500879124495756,-0.441820023078861,0.965827067701243,-0.687236297593739,-0.990877432327879,0.640066204598404
"HMGB1",-1.91976937790489,0.478205053300733,0.0500413802046259,0.0125440047643852,-1.88612826095257,0.426897578960175,0.481050906395841,-0.157485204478925,-0.0234284629277434,-0.121665809123809,2.16424422887785,-0.401642125087484,-1.5292258638178,0.654403151030053,0.838453680091584,-1.04795024827885,0.351385478156869,0.667070627911995,-0.118585868727033,-0.695096545337523,-0.402901314098615,0.341741022481924,0.578539133338302,0.190672077216222,-0.255525115634981,-0.218668387642458,-1.08377594331939,0.432716962557199,-0.913413340542355,-0.132735848763961,-1.09303281194899,0.777695556264825,-0.353077420077776,1.58040872456525,-0.413585851002012,-0.524364828500368,0.165160528934843,-0.0725289637384126,-4.02953085199282,0.135095610923088,-0.544774551198847,-1.15356906865034,-0.749692957011836,-0.970911765238355,1.84036854963932,1.30043269821261,1.64884795357426,1.14692099645751,-0.264936416015337,0.588457392990388,0.741353220723013,0.682385446376761,0.852374712478847,1.15256903512166,-0.407936187819884,-0.969837980999323,-0.335550511401226,-0.10609341634933,0.0215979015559283,0.0837180599454376,0.988834344435653,-0.216952175473447,-0.0249343623118178,0.913887656181006,-0.046690589547789,-0.756945792850184,0.739886208513273,-0.834683406039558,-0.314519772882636,0.249739028477041,-0.923636759359947,0.454442432534864,0.428442374610445,-0.57631614288659,0.0980777636881764,-0.152054222295671,2.27136682471667,1.19396559995878,-0.960512048597241,0.705994142360893,-0.0235062038599591,0.946090561725357,-0.395183148534157,2.88467647069357,0.450885323581921,1.62549593516375,0.744899091599634,-0.464817867841346,0.987022329352317,1.46486543638745,-1.65539428349609,-1.74258007216886,-0.387242761503654,-1.43354897138738,1.15721121941681,0.513500001746911,-1.32565964828233,-1.32219005083841,0.0749864861907793,0.84623288202017,-1.27200575596461,0.152503071128379,-0.667475798348876,0.161411757897215,-0.602520663530791,2.09596383086404,0.402264410789346,-0.429553778899242,-0.517899212142326,-0.00838989601384949,-0.512846104510575,0.764160768443524,0.548766240262558,-1.78690152654732,-0.263194439773084,1.02238735150442,0.368999894705406,-0.676760583534019,-0.110272178942553,-0.854657788624869,-1.96338061958127,-0.419885456568958,0.898222269720704
"FAM174C",0.458316022218004,0.942222103928644,-0.586182431851776,0.744186370736411,0.799630843037523,0.174949640734868,-0.624591302939203,-0.956766261146269,-1.02397054180515,0.170117124472283,-0.272465541354474,-0.112992138731034,0.237632448787014,0.253129023044588,-0.421014499646296,-0.28910432113031,-1.75278389516412,-0.838029721409919,0.803401821148946,-1.27810402094339,-0.213713771511681,0.535513171909386,-0.0911411201484546,0.0436669990697077,-1.0603943468193,-0.125661160982368,0.000151522910051682,-0.637071304286769,0.1984401612671,0.618924726279382,-0.857571783144683,-0.0469397549789072,-0.85097206665325,-0.307567139436355,-0.92357976701306,0.763671515390357,0.445558336228261,-0.468137500134793,-4.24104699934987,2.35045966692208,-0.359730494277082,0.188113569261258,-0.257110642126298,0.172110038064204,-1.93261602841726,-0.768935998649595,1.22464794245204,0.0869749307817934,0.432326476051577,1.35220153773221,-0.548394705766861,-0.185181422006664,0.962763371095259,0.16765740074599,0.23539736766934,-1.31193786669426,-0.499728495184565,0.548585768468804,-0.895474687980637,0.981339132232536,0.700437548362227,0.324258318304051,-1.72267365106648,-0.979463120141626,0.303309248535822,-1.15237856132389,-0.701594798722173,-0.942948941467338,1.5331606473235,0.343799970106982,-0.17238702663405,1.24695068367199,1.24339392885217,0.102393057271976,1.09566653649399,-0.239074434029815,0.280454905724836,0.047871436049371,0.881584897250276,-0.408005116632073,-0.579407067689991,-1.06179746770583,-0.347485194254082,-0.872106983204382,-1.30218865984078,-1.39336874862271,-1.14841485385836,-0.381974088968715,1.66548281389908,0.433216697316253,1.63029100754354,0.163623692595365,-0.420044642365543,0.32252873837045,-0.549681600357748,-1.22877631770414,-0.306357814179609,0.138445899488446,-0.514493306698075,0.306742963373911,-0.947294629183374,-0.393219256068957,-0.204398637135745,0.20219314206034,0.767982598290301,0.100563700571066,-0.0686934743139185,-0.894727228244496,0.351839448823006,3.09070550929467,-0.367016689352131,-0.936850476970164,1.09972191208271,-0.384131020423682,0.87807054931174,0.875936209987887,2.53335220812696,0.905831642573335,2.77361977325261,0.897360269810894,0.25370218485084,-0.230097338164268,2.20338170479868
"SUPT6H",0.949184826029221,-0.193150620083106,1.1271317205545,0.0784350538260222,0.0830469595605107,0.867309937133105,-1.47191315085325,0.346651979716951,-0.45770405526294,-0.826474893169499,-2.16685968395594,0.0305468566649674,0.651110951546409,-0.425361865425064,-0.774904866399173,-1.3238765435243,0.786200663419816,0.667340164851572,-1.07587339675763,-1.7145893348778,-0.484961539816081,0.540230582778336,-0.197756806158628,-0.167614106338918,1.0552522206428,-0.345605488841506,0.781514405054224,1.47344884243041,0.574318930804084,0.830914745437744,-0.210399151977096,0.116023018557978,-1.13723419297908,0.674398450845563,-0.337746316913754,-0.015815261056396,0.415164447421619,0.470137430742958,-0.299038958300177,-0.379819938757217,-0.0416671992253355,-0.206995164127539,-1.31665605217254,-0.129428478780742,0.260930012302835,0.473066402020435,0.369503634939579,0.028641261604279,-0.293769982963921,-0.366879470881627,-0.453951474848948,-0.0359786698023691,1.846330740986,0.196740458182216,0.272654646927101,-1.15205812984619,-0.138793870939352,-0.847788622451723,-0.627814902962098,-0.931070303578183,-0.886384993845106,-1.24583757954559,0.436789073948751,-0.0507102165534086,1.84621986674367,-0.0247639616108913,0.294048168542488,2.62104837346743,-0.407945926170677,-0.641667752253347,0.6594063158395,-0.0291251505632638,-0.614366551202687,-0.25249223541013,-0.460068872523217,-0.310458603964857,-0.440572376015591,2.03213541007172,-0.954301014513885,-0.699010787800788,0.244807055921751,-0.218364690823121,-0.63739882465163,3.70691750245753,-0.480096653010911,1.98981801182614,-0.467480342474251,-0.19592207868221,-0.185451690940523,3.69149126137842,0.289175359689096,-0.0650856848660568,0.283719649480114,2.04885293957707,0.443841793717303,0.23178815891429,0.729028459332215,-0.801549510055128,0.132875133495234,2.06804151660135,-1.04685414116953,-0.0696258560455867,-1.57857218233312,1.84214330579202,0.269019378625674,1.32839316743238,-1.24615418981462,-0.0983421906606189,-1.39757602943788,-1.02235884410364,0.705824057022504,-0.381702990239881,-0.765399060766598,-1.17730422520579,-0.922103124133665,-0.38800121717947,-1.13116869249819,0.20267754659557,-0.219757461162307,-0.438892272071227,-1.963455503805,0.312761828741717,0.0888232919374152
"NUP153",-1.31512195240513,-1.18871758837352,-0.615519411073187,0.240610311307484,-0.597653494493128,-0.191125719045036,0.94240329962196,1.44389305044232,-0.406077852619118,0.250151694181272,-1.04120432831704,0.315851505540547,0.119260199010218,0.344118062048013,0.924824109729072,0.757397672474534,-0.320559017835707,1.21331526712019,0.176837407925535,0.303112926907158,1.17291100542469,-0.54790653486578,-0.281578231264548,-0.185007486155866,0.312382105731116,-0.115112075228488,0.719961114354241,-0.757113240747755,0.774584502915569,0.468021151649954,0.401109275172097,0.795536991161794,1.06920350325004,1.00480588065053,4.90527937104929,-0.580914985074326,0.398034483252353,0.0495185620018834,0.430108272367496,-2.55238437190991,-0.025297096931337,-0.443454964754215,-0.819355126761314,-0.158427431799386,0.592838095564347,1.61661700896526,1.01690421352789,0.0434397662207792,0.596468173011494,0.741808951651509,-0.231048192388067,-0.132816742990179,-1.19046364962769,-0.32120146210808,0.258847876138283,-0.463820860572568,-0.30603987386237,0.536181650667487,0.278667315134968,-0.0527374184270073,-0.319443355945766,-1.79732673694612,0.896399001548716,-0.327944569712748,0.108847905665941,0.487150565420883,0.601911769687506,1.0786278796875,-2.44578314712922,-0.354973755218036,-0.363575018376234,-0.316294042572203,-0.410032948628758,-0.0431958805580016,-0.690077234075936,0.476598210818305,-0.207776646074375,-0.0253422252548718,0.243836564467377,0.337334390334829,0.166922467975984,0.671988976759536,1.1201212943986,0.581914285991527,0.167746753478754,1.06236094877875,1.75259674848185,0.54950611649205,-1.0732629515738,-0.130425297822361,-0.780411010023847,-0.0717835523645942,-0.0332442146114663,0.893797121391757,2.01826403663788,0.167511598767901,0.303142089609336,-0.221049006485639,0.228454747943752,0.730328225358822,-0.367078740355331,0.666694089459123,-0.072199167392029,-0.282820168143516,0.200504555918957,0.0562047638433253,-0.936158809783384,0.703840125156409,-0.0927477267048203,-3.77066852148879,0.689954683516684,-0.192297914869899,-1.4874481125122,-0.188634391283238,-1.55557011713645,-0.891441359455921,-2.36871117300203,0.0233083500849774,-2.45710659085795,-0.535076708669885,-1.08516410583026,-0.345549398611301,-1.11959933474662
"CDC34",0.758415705294857,0.530816789127454,-0.301202475240581,1.10797337063083,0.397798996973767,0.798574596174096,0.38682040512678,-0.493476946197584,-1.17563517550219,0.695421145467949,0.130349145454026,-0.0305214019074053,0.357722981425877,1.14951688044967,0.283822681539743,0.456653295141293,-0.783616632993882,0.415690013898885,0.415793209046002,0.167964860913539,-0.333353605071977,-0.286297056494044,0.0680735194181791,-0.01214790996422,-0.950875109042942,-0.794515644190896,-0.422952562608828,-0.775694982554233,-1.21804093255371,0.564828079341004,-1.16164029422301,-0.142408106059159,-0.551273651726685,-0.168302926576821,-1.47932864204465,0.47740003330826,-0.325105446493467,-1.46320119093086,-3.26223492738299,1.31278722037938,-0.118376664413951,0.27346320583595,0.0800649102451537,-0.475545591420116,-2.07523806392746,0.454949098508232,0.423354324411923,0.496162321032257,0.129440193057628,0.977471619725789,-0.640863895736006,-0.626224489857803,1.2665217935286,0.0206558281730429,0.0487292477281329,-0.602136494827801,-0.151626838645217,1.0367704714529,-0.45656332907781,0.191840468581288,-0.480116412622327,0.801816948624915,-2.11668472222422,0.749597034196372,0.650065065838643,-1.47964753895215,-1.5112364782411,-0.809210741002651,1.65858028887309,0.478090431122022,0.376516305124434,0.950717342198224,0.137059233519022,1.11238417655024,0.607502940824607,0.101052334924276,0.725409716201425,-0.129519506140852,0.243155826192395,-0.789103392821214,-0.335969987659717,-0.725109746821414,-0.398315730566403,-0.465478483512977,-1.10839452871966,-1.95404936117558,-2.18845580340455,-0.304823252239111,1.60015685595349,0.856520283337819,1.08922354153024,-0.321629665017204,-0.885728514385099,0.0292611463075562,1.00775273863057,-1.20409520435226,-1.47839922483881,-0.556535877432715,0.154007443719189,0.437049527434167,-0.545053195028206,-0.80829486554794,-0.161430631566367,0.919624950136781,0.52665219898538,2.10219218090129,0.119194159208795,-1.74680523876638,-0.501987909151224,2.56523474086489,-0.556733308138745,-2.18578639141,0.472207761776687,-0.198073710804392,2.07747347704773,0.824581664722558,1.500921598247,1.62986873875812,2.16555979357577,0.645012348357581,0.250228408017802,-0.193702563739392,1.97825536085344
"ZNHIT2",0.90682841023815,1.126501706357,0.764588555789342,0.394368528696162,-0.251233735557194,-0.450910948661638,-0.192487471924249,-0.460961250331237,-0.0882940610769769,1.27662332532826,-0.123668127314102,-0.453871339505642,-0.064953133180631,0.346045615378978,0.425137307247204,-0.212737352520196,-2.25426554089852,-0.59661844990504,0.745625172369458,-0.652053993010119,0.269527509846756,-0.480364457179411,-0.70385445318195,0.22410650514111,-0.805954513924402,0.0114774727370595,-0.226594662279046,-1.40330114520032,-0.0668227175576231,2.96873742791881,-0.434493657339745,0.0458038108421694,0.568606092772688,-0.949567541837758,-1.32744352870026,0.198334056026271,0.475602818488894,-0.657938568101375,-4.75202506318566,1.97287392840781,-0.331658929306135,0.417749418147698,0.320041557018229,-0.0449781722700636,-1.21859251696708,0.0392581797751416,0.716590225415928,0.368829838400982,-0.767363328510444,0.425134156446251,-1.50923637026233,-0.901169658291988,0.21423915236634,-0.752977903411725,0.515619961167072,-0.57793360342331,-1.1630530663278,0.83960710190369,0.722067228444658,0.362830536470188,1.23741394893058,0.206578425611568,-0.64191534744062,-0.0624281512443966,0.307693051897059,-0.676200527380827,-0.674630740043236,-0.554356930812356,1.41323189050831,0.497776672872792,-0.538471860250151,0.632603093403928,1.40487841715209,-0.415207794767482,0.797218885154588,-0.782105271706293,-0.761965501880824,0.504915688813003,0.274209553539059,-0.10367341842603,-0.267122280599789,-1.4641489264449,-0.481377148506569,-0.563844057080561,-1.28612426379794,-0.851496060735946,-1.87528327980635,-0.588209045341506,0.284543777214975,0.922041973594058,-0.417548567509561,0.485528476615066,0.713218174939506,0.536167279579114,0.863307865354533,-1.9188520255447,-0.0213081073231313,0.858675614163491,0.430263786772636,-0.991436649461378,-0.567144337446464,-0.418727384311377,-1.06275515231289,0.0606645960519006,0.910218800995126,-0.546582626391715,-0.823705605781538,-0.822461699107935,1.99810097188953,1.98569240949569,1.47702027510887,-1.28655904579694,0.773355875297923,0.574589636968105,0.101914979748008,1.24305270025868,1.73506534325853,0.428419555960605,1.4013972554444,0.657601827207574,0.881174437305887,0.0170605902501162,2.06466963789781
"YME1L1",-2.33462752503589,-0.998509078554369,-0.137901243664444,-0.437103848827899,-0.770019141043191,-0.400778353247868,-0.803868652097734,1.87499855768122,-1.42068649403248,0.32132066269763,-1.24030951340365,0.271691022907091,2.12490035969434,2.3689564098633,1.08797855338413,-0.188147651182813,1.43377496144062,-1.12491466768898,0.34427497191373,-1.23942219998833,0.160608229248406,0.320023948466894,-0.00375428461209004,2.11501992115316,0.105008318186288,-0.346368150264771,-0.760500041845159,-0.946300360184232,1.15806235850599,0.804428914799936,0.786962841974713,1.27859773654346,1.36216766146793,-0.453948086481258,0.0149052464223427,-0.770992172161632,0.342847463269032,0.1107847748665,-2.00299002022673,-1.64842287174674,-0.74213534750561,-0.829496052270299,-0.636800465228727,-0.31695039787774,-0.247192950389055,0.137159748719638,0.537962888254313,0.0719857170895055,-0.245990309551784,0.154651118857177,-0.290621878621682,-0.692658540371044,-1.0987837146342,0.943167588053548,0.0833449455997556,-0.358434294516495,0.291600591843464,0.428644089383962,0.0183256275985332,0.180781151879325,0.505161402667373,0.472456816535253,1.98743718945404,0.340036267005596,0.481821574246917,-0.119029990516401,-0.5162514270406,-1.18478557992008,-1.97712859100667,-0.116186936358011,-0.662753975560875,-0.0980262927711444,0.486324201071747,1.53425815801462,-0.216404620550515,0.0587200228607077,0.337966955822046,1.27925516957041,0.339382008170557,-0.390608300185503,0.15009362786044,0.505797884360799,0.0477416243169916,1.01203453154186,-0.143964408778415,1.793827796949,2.43668752679316,-0.178476833298447,-1.03252469216797,0.146597101534066,0.06827729912181,-0.0943803505275081,0.874691959711217,1.4221719925983,1.48872833623188,0.139757793560724,0.699312107362091,-0.00873510022603546,0.18600183001236,-0.491226540934662,0.440063167620323,0.782146654139011,-0.291849798196216,-0.0655862104791846,1.2276306357679,0.814438669721868,0.0438089405170032,1.48263234500826,-0.185568578534313,-3.29044190501129,0.503260928684568,-0.662975222895678,-1.09579888929489,-0.738655566303405,0.380959411860027,-1.37410154315422,-2.12054760813059,-1.90914602143744,0.183469677932566,-0.860821918485072,-1.41074244580644,-0.703996247470331,-0.458544088092598
"TMEM259",1.95605789258907,1.09888277116037,-0.713382839430508,0.090648365537737,0.375186913088345,0.202521450226176,-0.408081728785491,-0.907900270921709,-0.795036348912437,0.673628530549884,-0.527859937364115,-0.391737432461318,0.25383620896643,-0.179788294940484,-0.0349901240097387,-0.708910458750708,-0.612099131396652,0.100560410834278,0.178009414876062,-0.609229768219607,-0.726027858347147,0.0984097734469956,-0.18375890031344,-0.0937039047126115,-0.505504162305888,-0.407528016304152,0.24263461494475,-1.17354342929802,0.0428738648751017,1.26628245638707,-0.979040117702844,-0.338169954171661,-0.652314333202,-0.577810668806857,-1.32542415564079,0.737061004455042,-0.0948676917437445,-0.653667656621189,-2.91770554556968,2.3956627968661,0.608117188441668,1.57305465658911,1.44570159955061,-0.557505367565137,-2.62490124125037,-0.702052444336262,0.38900951446,-0.644422228144157,1.21629937889606,0.576129763466321,-0.913958326136748,-0.473275046934227,-0.572265119071512,0.145827113732679,-0.0150659495137691,-0.379302587624808,-0.161498934851387,1.09801883949154,-0.173681457750512,0.49262336744874,-0.121973673854385,2.34800049760444,-2.13906205002938,-0.374729698820107,0.435091316468081,-1.20224293604625,-0.831279686808381,-0.589381179424089,1.55495336134714,1.49489527844982,0.214025094807972,-0.0260871428024559,0.221016993027136,-0.221168476624821,0.173592385111934,0.438285081990645,-0.428768874484244,0.250789583460211,0.567599745479111,-0.521953541741287,-0.376100053343023,-0.929358921358197,-0.795539106619228,-0.5496046756931,-1.40990764161352,-1.33814426524512,-1.56994841299158,-0.881573603628515,2.21315630400719,-0.249533366227351,1.84986086108477,0.0901969444901181,-0.226437835689113,0.415931087795786,-0.296985572555474,-0.982781057431015,-0.19580305251556,-0.514733349641285,0.254852383660871,-0.0941159145689131,-1.06054043253209,-0.255491610445714,0.134132099640523,0.144518007381337,0.201443006529258,0.2431064745334,-0.784237565288797,-1.33269532428381,-0.15533217835695,1.36900178632085,-0.732225306816268,-1.69722831515652,1.09855459626789,0.0611384659174418,1.55395697683495,1.23788245518963,1.05634002173078,2.06410577996424,2.51937456818993,1.74453831593882,0.532960620616779,1.07416062181452,1.80647764921257
"ZNF185",-0.430778392719988,0.297820315946433,0.612864895728227,-0.0594464247723229,-1.03454050748624,0.100053430185994,0.725510933685944,-0.137369956481172,0.199904051920331,0.376726164004356,-0.0464335586078908,-0.463886655114835,1.04816792408807,2.82546046906683,-0.964707917695697,-0.948097853577156,-0.127852889511154,0.17809552528116,-0.104526300306646,-1.18850943888459,-0.312265917679832,2.3032626770049,0.156782164534955,-0.861085605945568,-0.604990042262454,0.0649983467447744,-0.750644733731297,-1.67856964520694,0.000620092074081263,-2.20940950233529,-0.633450591970106,0.126422588959123,-1.39052997811736,-0.214750879323794,-0.177672950751439,0.764659257023858,1.06296950194558,0.596520521584771,-0.961699355586712,-0.50068254723187,0.902941433480141,0.934039038772695,3.28156192769347,-0.0578089362732254,-0.362513017612399,-1.19999652885753,-0.187115248343611,1.51364781878164,-0.99731864541112,-0.120364988097494,-0.529716630110463,0.971920486103643,-0.388061247485287,0.979400851193167,1.40710811771193,0.279329056928007,0.884614003416822,-0.926944257132118,-1.37540108175181,-0.904666287623811,0.222230881335074,-0.324706495333755,1.27104948182988,-0.11901373171481,-0.667024726558131,-0.416119807803828,-1.33735703774339,-1.14104400626444,-0.687835541265235,0.779022013291539,0.00356021587897282,0.219621144074616,-0.29315602677365,0.101770734710197,0.024487169598567,-0.141966362505761,0.946336744654799,0.409197024535118,0.351924593025663,-0.343712385376947,0.971806115204504,-0.803902111929549,-1.43570148312508,0.655739584066807,1.90967852552365,0.282191670915908,0.509505656621463,-1.4528411014247,-0.863507014876209,3.38971976907527,-0.78455487558569,1.18063732694937,0.588069050309323,0.574057540097331,-1.20037057771782,-0.984176351287726,-1.21575229076119,-0.675653312557404,-1.41921668591455,0.691352879817098,-0.720292824389322,0.0937992041152543,-0.616436351425414,0.38390437094932,1.64254188102208,-1.53797504656104,-0.904940334813936,1.62760207461364,0.48745986422645,-1.08572080539951,0.702146429035893,0.263411882124918,-0.484820411294666,-0.0325056570618198,-0.266254667864628,-0.662026990228009,-0.70196471667097,0.0322950252298417,0.138011458571334,0.86845699078563,-0.666833237637478,0.441076864146596,2.48112572366882
